A_符合	profile-activity-metrics	10	0	0	0
A_符合	browse-activity	8	0	0	0
A_符合	notifications	8	0	0	0
A_符合	showcase-feed-mixed-items	8	0	0	0
A_符合	practice-tab-count-badge	6	0	0	0
A_符合	admin-user-management	5	0	0	0
A_符合	welcome-email	5	0	0	0
A_符合	comment-mention	3	0	0	0
A_符合	comment-reaction-notification	3	0	0	0
A_符合	admin-statistics	2	0	0	0
B_大致符合(小落差)	notification-events	13	3	0	0
B_大致符合(小落差)	notification-email	12	1	0	0
B_大致符合(小落差)	universal-view-tracking	12	1	0	0
B_大致符合(小落差)	email-history	10	1	0	0
B_大致符合(小落差)	social-hub	10	2	0	0
B_大致符合(小落差)	batch-reactions	9	2	0	0
B_大致符合(小落差)	checkin-reactions-comments	9	4	0	1
B_大致符合(小落差)	quick-reactions	9	2	0	0
B_大致符合(小落差)	social-follow	9	2	0	0
B_大致符合(小落差)	onboarding-progress-widget	8	2	0	0
B_大致符合(小落差)	env-config	6	0	0	3
B_大致符合(小落差)	user-profile-page	6	2	0	0
B_大致符合(小落差)	checkin-showcase-card-structure	5	3	0	0
B_大致符合(小落差)	comment-reply-notification	5	2	0	1
B_大致符合(小落差)	onboarding-email-sequence	5	3	0	0
B_大致符合(小落差)	practice-management	5	3	0	0
B_大致符合(小落差)	user-avatar-upload	5	1	0	0
B_大致符合(小落差)	data-export	4	4	0	0
B_大致符合(小落差)	onboarding-badge	4	2	0	0
B_大致符合(小落差)	showcase-search	4	4	0	4
B_大致符合(小落差)	comments	3	4	0	0
B_大致符合(小落差)	notification-delivery	3	3	0	0
B_大致符合(小落差)	notification-preferences	3	3	0	1
B_大致符合(小落差)	practice-feed	3	2	0	0
B_大致符合(小落差)	privacy	3	2	0	0
B_大致符合(小落差)	product-topic-recommendation	3	3	0	0
B_大致符合(小落差)	recommendation-feedback-signals	3	2	0	0
B_大致符合(小落差)	settings-completion-guide	3	1	0	0
B_大致符合(小落差)	learning-footprints	2	4	0	0
C_部分落差	social-connect	12	6	1	3
C_部分落差	practice-copy-cta	10	2	1	0
C_部分落差	report-center	9	4	3	0
C_部分落差	follow-connect	8	11	2	1
C_部分落差	gamification	7	5	1	1
C_部分落差	onboarding-registration	7	7	3	1
C_部分落差	unified-dashboard	6	5	3	0
C_部分落差	event-management	5	5	3	0
C_部分落差	grouped-sidebar	5	2	1	0
C_部分落差	learning-admin	5	10	1	2
C_部分落差	trust-automod	5	9	2	1
C_部分落差	user-analytics	5	6	6	1
C_部分落差	member-directory	4	3	4	0
C_部分落差	system-ops	4	6	1	0
C_部分落差	user-support	4	7	1	0
C_部分落差	audit-log	3	4	3	1
C_部分落差	community-onboarding	3	3	5	0
C_部分落差	user-detail-timeline	3	5	3	0
C_部分落差	user-tags-segmentation	3	7	2	0
C_部分落差	cheer-engagement	2	5	4	0
C_部分落差	communication	2	6	3	0
C_部分落差	content-performance	1	3	6	1
C_部分落差	professional-social-proof	1	1	2	0
D_幾乎/完全未實作	ai-assistant	0	0	14	0
D_幾乎/完全未實作	ai-data-source-config	0	0	8	0
D_幾乎/完全未實作	ai-workflow-ab-test	0	0	8	0
D_幾乎/完全未實作	ai-workflow-builder	0	0	8	0
D_幾乎/完全未實作	ai-workflow-nlp-generator	0	0	6	0
D_幾乎/完全未實作	analytics-core	0	1	8	0
D_幾乎/完全未實作	analytics-event-catalog	0	0	9	0
D_幾乎/完全未實作	analytics-web-adapters	0	1	5	0
D_幾乎/完全未實作	challenge-completion	0	0	13	0
D_幾乎/完全未實作	challenge-conversion	0	0	8	0
D_幾乎/完全未實作	challenge-discovery	0	1	9	1
D_幾乎/完全未實作	challenge-enrollment	0	0	5	0
D_幾乎/完全未實作	challenge-feed	0	0	3	0
D_幾乎/完全未實作	challenge-permissions	0	1	4	0
D_幾乎/完全未實作	feed-composition-algorithm	0	2	2	1
D_幾乎/完全未實作	practice-markdown-export	0	0	7	0
D_幾乎/完全未實作	practice-pdf-export	0	0	8	0
D_幾乎/完全未實作	verification-badge	0	1	7	0
D_幾乎/完全未實作	workflow-skill-manager	0	0	6	0
